device_id,seq,timestamp,arrival_time,duplicate_flag,gap_flag,payload_len,network_delay_s
16636,1,2025-12-12 17:39:21.130379,2025-12-12 17:39:22.683483,0,0,59,1.553104
16636,2,2025-12-12 17:39:21.230881,2025-12-12 17:39:22.783632,0,0,59,1.552751
16636,3,2025-12-12 17:39:21.331791,2025-12-12 17:39:22.886011,0,0,59,1.55422
16636,4,2025-12-12 17:39:21.432240,2025-12-12 17:39:22.982957,0,0,59,1.550717
16636,5,2025-12-12 17:39:21.532659,2025-12-12 17:39:23.083348,0,0,59,1.550689
16636,6,2025-12-12 17:39:21.633178,2025-12-12 17:39:23.185542,0,0,59,1.552364
16636,7,2025-12-12 17:39:21.733919,2025-12-12 17:39:23.284939,0,0,58,1.55102
16636,8,2025-12-12 17:39:21.834507,2025-12-12 17:39:23.385560,0,0,59,1.551053
16636,9,2025-12-12 17:39:21.935116,2025-12-12 17:39:23.485928,0,0,59,1.550812
16636,10,2025-12-12 17:39:22.035753,2025-12-12 17:39:23.587107,0,0,60,1.551354
16636,11,2025-12-12 17:39:22.136197,2025-12-12 17:39:23.687570,0,0,60,1.551373
16636,12,2025-12-12 17:39:22.236681,2025-12-12 17:39:23.788008,0,0,60,1.551327
16636,13,2025-12-12 17:39:22.337364,2025-12-12 17:39:23.888162,0,0,60,1.550798
16636,14,2025-12-12 17:39:22.437839,2025-12-12 17:39:23.988382,0,0,60,1.550543
16636,15,2025-12-12 17:39:22.538272,2025-12-12 17:39:24.089276,0,0,60,1.551004
16636,16,2025-12-12 17:39:22.638748,2025-12-12 17:39:24.541306,0,0,60,1.902558
16636,17,2025-12-12 17:39:22.739569,2025-12-12 17:39:24.542590,0,0,60,1.803021
16636,18,2025-12-12 17:39:22.839973,2025-12-12 17:39:24.542964,0,0,60,1.702991
16636,19,2025-12-12 17:39:22.940430,2025-12-12 17:39:24.543226,0,0,60,1.602796
16636,20,2025-12-12 17:39:23.040850,2025-12-12 17:39:24.593211,0,0,60,1.552361
16636,21,2025-12-12 17:39:23.141359,2025-12-12 17:39:24.998721,0,0,60,1.857362
16636,22,2025-12-12 17:39:23.242099,2025-12-12 17:39:24.999596,0,0,60,1.757497
16636,23,2025-12-12 17:39:23.342715,2025-12-12 17:39:25.000401,0,0,59,1.657686
16636,24,2025-12-12 17:39:23.443130,2025-12-12 17:39:25.000693,0,0,60,1.557563
16636,25,2025-12-12 17:39:23.543527,2025-12-12 17:39:25.410774,0,0,60,1.867247
16636,26,2025-12-12 17:39:23.643956,2025-12-12 17:39:25.411332,0,0,60,1.767376
16636,27,2025-12-12 17:39:23.744412,2025-12-12 17:39:25.411703,0,0,60,1.667291
16636,28,2025-12-12 17:39:23.845185,2025-12-12 17:39:25.411985,0,0,60,1.5668
16636,29,2025-12-12 17:39:23.945603,2025-12-12 17:39:25.843192,0,0,60,1.897589
16636,30,2025-12-12 17:39:24.046065,2025-12-12 17:39:25.843713,0,0,60,1.797648
16636,31,2025-12-12 17:39:24.146861,2025-12-12 17:39:25.844186,0,0,59,1.697325
16636,32,2025-12-12 17:39:24.247263,2025-12-12 17:39:25.844285,0,0,60,1.597022
16636,33,2025-12-12 17:39:24.348059,2025-12-12 17:39:25.902637,0,0,60,1.554578
16636,34,2025-12-12 17:39:24.449126,2025-12-12 17:39:26.091970,0,0,60,1.642844
16636,35,2025-12-12 17:39:24.549827,2025-12-12 17:39:26.106167,0,0,60,1.55634
16636,36,2025-12-12 17:39:24.650208,2025-12-12 17:39:26.560854,0,0,60,1.910646
16636,37,2025-12-12 17:39:24.750719,2025-12-12 17:39:26.561212,0,0,60,1.810493
16636,38,2025-12-12 17:39:24.851171,2025-12-12 17:39:26.561332,0,0,60,1.710161
16636,39,2025-12-12 17:39:24.951606,2025-12-12 17:39:26.561463,0,0,60,1.609857
16636,40,2025-12-12 17:39:25.052044,2025-12-12 17:39:26.602872,0,0,60,1.550828
16636,41,2025-12-12 17:39:25.152497,2025-12-12 17:39:26.947469,0,0,60,1.794972
16636,42,2025-12-12 17:39:25.252897,2025-12-12 17:39:26.948100,0,0,60,1.695203
