device_id,seq,timestamp,arrival_time,duplicate_flag,gap_flag,payload_len,network_delay_s
7752,1,2025-12-12 17:11:15.819051,2025-12-12 17:11:17.409732,0,0,59,1.590681
7752,3,2025-12-12 17:11:16.021243,2025-12-12 17:11:17.613767,0,1,59,1.592524
7752,4,2025-12-12 17:11:16.122472,2025-12-12 17:11:17.664691,0,0,58,1.542219
7752,5,2025-12-12 17:11:16.224054,2025-12-12 17:11:17.822348,0,0,59,1.598294
7752,6,2025-12-12 17:11:16.325217,2025-12-12 17:11:17.866595,0,0,59,1.541378
7752,7,2025-12-12 17:11:16.426229,2025-12-12 17:11:18.032563,0,0,59,1.606334
7752,8,2025-12-12 17:11:16.527568,2025-12-12 17:11:18.126799,0,0,59,1.599231
7752,9,2025-12-12 17:11:16.628775,2025-12-12 17:11:18.171690,0,0,59,1.542915
7752,10,2025-12-12 17:11:16.730058,2025-12-12 17:11:18.277560,0,0,59,1.547502
7752,11,2025-12-12 17:11:16.831447,2025-12-12 17:11:18.372689,0,0,60,1.541242
7752,12,2025-12-12 17:11:16.932707,2025-12-12 17:11:18.474352,0,0,60,1.541645
7752,14,2025-12-12 17:11:17.135185,2025-12-12 17:11:18.741943,0,1,60,1.606758
7752,15,2025-12-12 17:11:17.236486,2025-12-12 17:11:18.778683,0,0,60,1.542197
7752,16,2025-12-12 17:11:17.337929,2025-12-12 17:11:18.879414,0,0,60,1.541485
7752,17,2025-12-12 17:11:17.439188,2025-12-12 17:11:18.981909,0,0,60,1.542721
7752,18,2025-12-12 17:11:17.540271,2025-12-12 17:11:19.081989,0,0,60,1.541718
7752,19,2025-12-12 17:11:17.641820,2025-12-12 17:11:19.250551,0,0,60,1.608731
7752,20,2025-12-12 17:11:17.742826,2025-12-12 17:11:19.284699,0,0,59,1.541873
7752,21,2025-12-12 17:11:17.844288,2025-12-12 17:11:19.385620,0,0,60,1.541332
7752,22,2025-12-12 17:11:17.945464,2025-12-12 17:11:19.561169,0,0,60,1.615705
7752,23,2025-12-12 17:11:18.046798,2025-12-12 17:11:19.588679,0,0,60,1.541881
7752,24,2025-12-12 17:11:18.148094,2025-12-12 17:11:19.689605,0,0,59,1.541511
7752,25,2025-12-12 17:11:18.249047,2025-12-12 17:11:19.890619,0,0,60,1.641572
7752,26,2025-12-12 17:11:18.350445,2025-12-12 17:11:19.899630,0,0,60,1.549185
7752,27,2025-12-12 17:11:18.451823,2025-12-12 17:11:19.993559,0,0,60,1.541736
7752,28,2025-12-12 17:11:18.553395,2025-12-12 17:11:20.096222,0,0,60,1.542827
7752,29,2025-12-12 17:11:18.654653,2025-12-12 17:11:20.196158,0,0,60,1.541505
7752,30,2025-12-12 17:11:18.756104,2025-12-12 17:11:20.297261,0,0,60,1.541157
7752,31,2025-12-12 17:11:18.857975,2025-12-12 17:11:20.404704,0,0,60,1.546729
7752,32,2025-12-12 17:11:18.958629,2025-12-12 17:11:20.499658,0,0,60,1.541029
7752,33,2025-12-12 17:11:19.059937,2025-12-12 17:11:20.601427,0,0,60,1.54149
7752,34,2025-12-12 17:11:19.161488,2025-12-12 17:11:20.702496,0,0,60,1.541008
7752,35,2025-12-12 17:11:19.262761,2025-12-12 17:11:20.804545,0,0,60,1.541784
7752,36,2025-12-12 17:11:19.364078,2025-12-12 17:11:20.904741,0,0,60,1.540663
7752,37,2025-12-12 17:11:19.465431,2025-12-12 17:11:21.008300,0,0,60,1.542869
7752,38,2025-12-12 17:11:19.566586,2025-12-12 17:11:21.111315,0,0,60,1.544729
7752,40,2025-12-12 17:11:19.769026,2025-12-12 17:11:21.309573,0,1,60,1.540547
7752,41,2025-12-12 17:11:19.870298,2025-12-12 17:11:21.412386,0,0,59,1.542088
7752,42,2025-12-12 17:11:19.971542,2025-12-12 17:11:21.512350,0,0,60,1.540808
7752,43,2025-12-12 17:11:20.072695,2025-12-12 17:11:21.615424,0,0,60,1.542729
7752,45,2025-12-12 17:11:20.275018,2025-12-12 17:11:21.815856,0,1,60,1.540838
7752,46,2025-12-12 17:11:20.376020,2025-12-12 17:11:21.918218,0,0,59,1.542198
7752,47,2025-12-12 17:11:20.477074,2025-12-12 17:11:22.019178,0,0,60,1.542104
7752,48,2025-12-12 17:11:20.578555,2025-12-12 17:11:22.118873,0,0,60,1.540318
7752,49,2025-12-12 17:11:20.679788,2025-12-12 17:11:22.222199,0,0,60,1.542411
7752,50,2025-12-12 17:11:20.781096,2025-12-12 17:11:22.321581,0,0,60,1.540485
7752,51,2025-12-12 17:11:20.882402,2025-12-12 17:11:22.424317,0,0,60,1.541915
7752,52,2025-12-12 17:11:20.983697,2025-12-12 17:11:22.524897,0,0,60,1.5412
7752,53,2025-12-12 17:11:21.084536,2025-12-12 17:11:22.626265,0,0,59,1.541729
7752,54,2025-12-12 17:11:21.185752,2025-12-12 17:11:22.727774,0,0,60,1.542022
7752,55,2025-12-12 17:11:21.287035,2025-12-12 17:11:22.831118,0,0,60,1.544083
7752,56,2025-12-12 17:11:21.388549,2025-12-12 17:11:22.933636,0,0,60,1.545087
7752,57,2025-12-12 17:11:21.489998,2025-12-12 17:11:23.031142,0,0,60,1.541144
7752,58,2025-12-12 17:11:21.590832,2025-12-12 17:11:23.132201,0,0,60,1.541369
7752,59,2025-12-12 17:11:21.692274,2025-12-12 17:11:23.233063,0,0,60,1.540789
7752,61,2025-12-12 17:11:21.895201,2025-12-12 17:11:23.452445,0,1,60,1.557244
7752,62,2025-12-12 17:11:21.996264,2025-12-12 17:11:23.542774,0,0,60,1.54651
7752,63,2025-12-12 17:11:22.097318,2025-12-12 17:11:23.638489,0,0,60,1.541171
7752,64,2025-12-12 17:11:22.198421,2025-12-12 17:11:23.742525,0,0,60,1.544104
7752,65,2025-12-12 17:11:22.299732,2025-12-12 17:11:23.845262,0,0,60,1.54553
7752,66,2025-12-12 17:11:22.401592,2025-12-12 17:11:23.943437,0,0,60,1.541845
7752,67,2025-12-12 17:11:22.503214,2025-12-12 17:11:24.048381,0,0,60,1.545167
7752,68,2025-12-12 17:11:22.604626,2025-12-12 17:11:24.146635,0,0,60,1.542009
7752,69,2025-12-12 17:11:22.705880,2025-12-12 17:11:24.248560,0,0,60,1.54268
7752,71,2025-12-12 17:11:22.908837,2025-12-12 17:11:24.474795,0,1,60,1.565958
7752,72,2025-12-12 17:11:23.018496,2025-12-12 17:11:24.561485,0,0,59,1.542989
