device_id,seq,timestamp,arrival_time,duplicate_flag,gap_flag,payload_len,network_delay_s
14668,1,2025-12-12 17:16:25.524385,2025-12-12 17:16:27.322984,0,0,59,1.798599
14668,2,2025-12-12 17:16:25.625328,2025-12-12 17:16:27.285465,0,1,59,1.660137
14668,3,2025-12-12 17:16:25.726284,2025-12-12 17:16:27.430176,0,0,59,1.703892
14668,4,2025-12-12 17:16:25.827126,2025-12-12 17:16:27.467709,0,0,58,1.640583
14668,5,2025-12-12 17:16:25.928216,2025-12-12 17:16:27.622605,0,0,59,1.694389
14668,6,2025-12-12 17:16:26.028738,2025-12-12 17:16:27.670255,0,0,58,1.641517
14668,7,2025-12-12 17:16:26.129270,2025-12-12 17:16:27.770538,0,0,59,1.641268
14668,8,2025-12-12 17:16:26.230319,2025-12-12 17:16:27.874516,0,0,58,1.644197
14668,9,2025-12-12 17:16:26.331358,2025-12-12 17:16:27.998122,0,0,59,1.666764
14668,10,2025-12-12 17:16:26.432698,2025-12-12 17:16:28.072388,0,0,60,1.63969
14668,11,2025-12-12 17:16:26.533464,2025-12-12 17:16:28.176243,0,0,60,1.642779
14668,12,2025-12-12 17:16:26.634264,2025-12-12 17:16:28.421385,0,0,60,1.787121
14668,13,2025-12-12 17:16:26.735198,2025-12-12 17:16:28.430470,0,0,60,1.695272
14668,14,2025-12-12 17:16:26.835974,2025-12-12 17:16:28.476025,0,0,60,1.640051
14668,15,2025-12-12 17:16:26.936935,2025-12-12 17:16:28.591298,0,0,60,1.654363
14668,16,2025-12-12 17:16:27.038293,2025-12-12 17:16:28.676944,0,0,60,1.638651
14668,17,2025-12-12 17:16:27.139152,2025-12-12 17:16:28.777809,0,0,60,1.638657
14668,18,2025-12-12 17:16:27.239798,2025-12-12 17:16:29.012141,0,0,60,1.772343
14668,19,2025-12-12 17:16:27.340331,2025-12-12 17:16:29.013017,0,0,60,1.672686
14668,20,2025-12-12 17:16:27.441015,2025-12-12 17:16:29.087141,0,0,60,1.646126
14668,21,2025-12-12 17:16:27.541784,2025-12-12 17:16:29.200276,0,0,60,1.658492
14668,22,2025-12-12 17:16:27.642956,2025-12-12 17:16:29.291220,0,0,60,1.648264
14668,23,2025-12-12 17:16:27.743722,2025-12-12 17:16:29.388362,0,0,59,1.64464
14668,24,2025-12-12 17:16:27.844481,2025-12-12 17:16:29.540724,0,0,59,1.696243
14668,25,2025-12-12 17:16:27.945498,2025-12-12 17:16:29.605604,0,0,60,1.660106
14668,26,2025-12-12 17:16:28.046599,2025-12-12 17:16:29.708624,0,0,60,1.662025
14668,27,2025-12-12 17:16:28.147352,2025-12-12 17:16:29.809299,0,0,60,1.661947
14668,28,2025-12-12 17:16:28.248077,2025-12-12 17:16:30.058138,0,0,60,1.810061
14668,29,2025-12-12 17:16:28.348626,2025-12-12 17:16:30.059155,0,0,60,1.710529
14668,30,2025-12-12 17:16:28.449307,2025-12-12 17:16:30.108000,0,0,60,1.658693
14668,31,2025-12-12 17:16:28.550495,2025-12-12 17:16:30.210857,0,0,60,1.660362
14668,32,2025-12-12 17:16:28.651039,2025-12-12 17:16:30.311587,0,0,60,1.660548
14668,33,2025-12-12 17:16:28.752414,2025-12-12 17:16:30.392960,0,0,60,1.640546
14668,34,2025-12-12 17:16:28.853230,2025-12-12 17:16:30.494126,0,0,59,1.640896
14668,35,2025-12-12 17:16:28.954241,2025-12-12 17:16:30.594845,0,0,60,1.640604
14668,36,2025-12-12 17:16:29.055504,2025-12-12 17:16:30.752001,0,0,60,1.696497
14668,37,2025-12-12 17:16:29.156772,2025-12-12 17:16:30.795941,0,0,60,1.639169
14668,38,2025-12-12 17:16:29.258057,2025-12-12 17:16:30.913226,0,0,60,1.655169
14668,39,2025-12-12 17:16:29.359220,2025-12-12 17:16:31.003073,0,0,60,1.643853
14668,40,2025-12-12 17:16:29.460391,2025-12-12 17:16:31.099134,0,0,60,1.638743
14668,41,2025-12-12 17:16:29.561607,2025-12-12 17:16:31.221913,0,0,60,1.660306
14668,42,2025-12-12 17:16:29.662680,2025-12-12 17:16:31.301754,0,0,60,1.639074
14668,43,2025-12-12 17:16:29.763648,2025-12-12 17:16:31.405744,0,0,60,1.642096
14668,44,2025-12-12 17:16:29.864368,2025-12-12 17:16:31.505066,0,0,60,1.640698
14668,45,2025-12-12 17:16:29.965447,2025-12-12 17:16:31.612076,0,0,60,1.646629
14668,46,2025-12-12 17:16:30.066480,2025-12-12 17:16:31.705981,0,0,60,1.639501
14668,47,2025-12-12 17:16:30.167150,2025-12-12 17:16:31.808248,0,0,59,1.641098
14668,48,2025-12-12 17:16:30.268159,2025-12-12 17:16:31.909765,0,0,60,1.641606
14668,49,2025-12-12 17:16:30.369223,2025-12-12 17:16:32.009441,0,0,60,1.640218
14668,50,2025-12-12 17:16:30.470484,2025-12-12 17:16:32.109196,0,0,59,1.638712
14668,51,2025-12-12 17:16:30.571425,2025-12-12 17:16:32.238397,0,0,60,1.666972
14668,52,2025-12-12 17:16:30.672739,2025-12-12 17:16:32.315284,0,0,60,1.642545
14668,53,2025-12-12 17:16:30.774018,2025-12-12 17:16:32.416225,0,0,60,1.642207
14668,54,2025-12-12 17:16:30.875275,2025-12-12 17:16:32.516037,0,0,60,1.640762
14668,55,2025-12-12 17:16:30.976078,2025-12-12 17:16:32.621397,0,0,59,1.645319
14668,56,2025-12-12 17:16:31.077264,2025-12-12 17:16:32.716002,0,0,60,1.638738
14668,57,2025-12-12 17:16:31.178320,2025-12-12 17:16:32.818775,0,0,60,1.640455
14668,58,2025-12-12 17:16:31.279516,2025-12-12 17:16:32.918516,0,0,60,1.639
14668,59,2025-12-12 17:16:31.380707,2025-12-12 17:16:33.020564,0,0,59,1.639857
14668,60,2025-12-12 17:16:31.481967,2025-12-12 17:16:33.123834,0,0,60,1.641867
14668,61,2025-12-12 17:16:31.583548,2025-12-12 17:16:33.226571,0,0,60,1.643023
